name,latitude,longitude,stop_number,direction,street
Eastbound Cathedral at Main East,49.92372,-97.12552,30064,Eastbound,Cathedral Avenue
Eastbound Matheson at Scotia,49.92587,-97.11292,30859,Eastbound,Matheson Avenue
Westbound Cathedral at Main East,49.92394,-97.12575,30063,Westbound,Cathedral Avenue
Westbound Matheson at Scotia,49.92618,-97.11343,30049,Westbound,Matheson Avenue
Northbound Main at Cathedral,49.92421,-97.12569,30062,Northbound,Main Street
Southbound Main at Cathedral,49.92413,-97.12621,30071,Southbound,Main Street
Eastbound Munroe at Besant,49.91084,-97.07738,40283,Eastbound,Munroe Avenue
Westbound Munroe at Besant,49.911,-97.07741,40282,Westbound,Munroe Avenue
Westbound Munroe at London,49.9121,-97.08075,40312,Westbound,Munroe Avenue
Eastbound Munroe at London,49.91221,-97.08149,40320,Eastbound,Munroe Avenue
Southbound London at Munroe,49.91257,-97.08082,40319,Southbound,London Street
Westbound Munroe at Byars,49.91009,-97.07469,40276,Westbound,Munroe Avenue
Eastbound Munroe at Byars,49.90988,-97.07446,40277,Eastbound,Munroe Avenue
Northbound Grey at Munroe,49.9132,-97.08517,40324,Northbound,Grey Street
Southbound Grey at Munroe,49.91326,-97.08536,40345,Southbound,Grey Street
Eastbound Munroe at Grey,49.91346,-97.08527,40344,Eastbound,Munroe Avenue
Westbound Munroe at Grey,49.91361,-97.0853,40343,Westbound,Munroe Avenue
Westbound Talbot at Kent,49.90293,-97.08275,40284,Westbound,Talbot Avenue
Eastbound Talbot at Kent,49.90294,-97.08349,40285,Eastbound,Talbot Avenue
Northbound London at Fleming,49.91455,-97.079,40310,Northbound,London Street
Southbound London at Fleming,49.91484,-97.07899,40669,Southbound,London Street
Eastbound Talbot at Keenleyside,49.90222,-97.07952,40261,Eastbound,Talbot Avenue
Westbound Talbot at Keenleyside,49.90224,-97.07889,40260,Westbound,Talbot Avenue
Westbound Munroe at Molson,49.90887,-97.07101,40673,Westbound,Munroe Avenue
Eastbound Munroe at Molson,49.90865,-97.07079,40243,Eastbound,Munroe Avenue
Westbound Nairn at Kent,49.90123,-97.08436,40286,Westbound,Nairn Avenue
Eastbound Nairn at Kent,49.90103,-97.08417,40287,Eastbound,Nairn Avenue
Eastbound Talbot at Stapleton,49.90155,-97.07573,40245,Eastbound,Talbot Avenue
Westbound Talbot at Stapleton,49.90156,-97.07502,40244,Westbound,Talbot Avenue
Southbound London at Concordia,49.9165,-97.07768,40316,Southbound,London Street
Eastbound Concordia at London,49.91642,-97.07704,40308,Eastbound,Concordia Avenue
Eastbound Concordia at Besant,49.91512,-97.07311,40281,Eastbound,Concordia Avenue
Westbound Concordia at Besant,49.91575,-97.07447,40280,Westbound,Concordia Avenue
Westbound Concordia at London,49.91696,-97.07807,40315,Westbound,Concordia Avenue
Northbound Gateway at Fleming,49.91723,-97.08583,47012,Northbound,Gateway Road
Southbound Gateway at Fleming,49.91717,-97.08617,47017,Southbound,Gateway Road
Westbound Concordia at Louelda,49.91424,-97.06993,40272,Westbound,Concordia Avenue
Westbound Munroe at Panet,49.90753,-97.06704,41002,Westbound,Munroe Avenue
Eastbound Concordia at Grey,49.91798,-97.08163,40342,Eastbound,Concordia Avenue
Westbound Concordia at Grey,49.91799,-97.08113,40323,Westbound,Concordia Avenue
Southbound Panet at Keenleyside,49.90495,-97.06789,40222,Southbound,Panet Road
Eastbound Concordia at Louelda,49.9138,-97.06915,40254,Eastbound,Concordia Avenue
Northbound Panet at Keenleyside,49.90516,-97.06752,40206,Northbound,Panet Road
Northbound Louelda at Concordia,49.9142,-97.06925,40253,Northbound,Louelda Street
Southbound Panet at Clyde,49.90257,-97.06959,40212,Southbound,Panet Road
Southbound Panet at Munroe,49.90702,-97.06634,41070,Southbound,Panet Road
Northbound Panet at Clyde,49.90233,-97.0696,40211,Northbound,Panet Road
Northbound Panet at Munroe,49.90696,-97.06618,40219,Northbound,Panet Road
Eastbound Reenders at Panet,49.90312,-97.06807,40645,Eastbound,Reenders Drive
Southbound Panet at Talbot,49.90092,-97.07077,40226,Southbound,Panet Road
Northbound Panet at Talbot,49.90107,-97.07045,40208,Northbound,Panet Road
Eastbound Kimberly at London,49.91861,-97.07736,41011,Eastbound,Kimberly Avenue
Westbound Reenders at Lagimodiere West,49.9031,-97.06755,40662,Westbound,Reenders Drive
Southbound London at Kimberly,49.91881,-97.0771,40307,Southbound,London Street
Eastbound Concordia at Concordia Hospital,49.91263,-97.06586,40236,Eastbound,Concordia Avenue
Westbound Concordia at Concordia Hospital,49.91276,-97.06573,40235,Westbound,Concordia Avenue
Southbound Gateway at Bronx,49.91992,-97.08266,40400,Southbound,Gateway Road
Southbound Louelda at Kimberly,49.91573,-97.06768,40687,Southbound,Louelda Street
Northbound Louelda at Kimberly,49.91569,-97.06749,40252,Northbound,Louelda Street
Northbound Gateway at Kimberly,49.92006,-97.08225,40351,Northbound,Gateway Road
Eastbound Concordia at Molson,49.91186,-97.06363,40668,Eastbound,Concordia Avenue
Eastbound Kimberly at Raleigh,49.92053,-97.08308,40513,Eastbound,Kimberly Avenue
Eastbound Reenders at Lagimodiere East,49.90228,-97.06557,40200,Eastbound,Reenders Drive
Northbound Molson at Concordia,49.91115,-97.06319,40204,Northbound,Molson Street
Westbound Concordia at Molson,49.91201,-97.06351,40675,Westbound,Concordia Avenue
Westbound Kimberly at Raleigh,49.92071,-97.08318,40512,Westbound,Kimberly Avenue
Southbound Molson at Concordia,49.91194,-97.06282,40217,Southbound,Molson Street
Westbound Reenders at Lagimodiere East,49.90201,-97.06435,40199,Westbound,Reenders Drive
Southbound Louelda at Green Valley,49.91742,-97.06632,40270,Southbound,Louelda Street
Northbound Louelda at Treger,49.91742,-97.06611,40251,Northbound,Louelda Street
Eastbound Kimberly at Golspie,49.9216,-97.08628,40511,Eastbound,Kimberly Avenue
Northbound London at Antrim,49.9215,-97.07492,40305,Northbound,London Street
Westbound Kimberly at Golspie,49.92179,-97.0864,40510,Westbound,Kimberly Avenue
Southbound London at Antrim,49.92186,-97.07482,40304,Southbound,London Street
Northbound Molson at Snowdon,49.91407,-97.06106,40203,Northbound,Molson Street
Southbound Molson at Snowdon,49.91438,-97.06105,40216,Southbound,Molson Street
Southbound Stapon at Reenders,49.90054,-97.06291,40197,Southbound,Stapon Road
Northbound Stapon at Reenders,49.90087,-97.06233,40193,Northbound,Stapon Road
Northbound Gateway at Antrim,49.92307,-97.07845,47004,Northbound,Gateway Road
Southbound Gateway at Antrim,49.9231,-97.07867,47002,Southbound,Gateway Road
Southbound Stapon at Reenders South,49.8994,-97.06368,40198,Southbound,Stapon Road
Southbound Louelda at Antrim,49.91886,-97.06516,40269,Southbound,Louelda Street
Northbound Stapon at Reenders South,49.89926,-97.06341,40194,Northbound,Stapon Road
Southbound Watt at Chelsea,49.92159,-97.09276,40491,Southbound,Watt Street
Northbound Watt at Chelsea,49.92207,-97.09217,40492,Northbound,Watt Street
Northbound Louelda at Antrim,49.91935,-97.06456,40250,Northbound,Louelda Street
Southbound Art Miki at Ravelston,49.90665,-97.05767,41040,Southbound,Art Miki Way
Northbound Art Miki at Ravelston,49.90643,-97.05766,41027,Northbound,Art Miki Way
Southbound Watt at Watt,49.92282,-97.09178,41074,Southbound,Watt Street
Northbound Watt at Kimberly,49.92316,-97.09129,40493,Northbound,Watt Street
Westbound El Tassi at Art Miki,49.90481,-97.05723,41026,Westbound,El Tassi Drive
Eastbound El Tassi at Art Miki,49.90469,-97.05719,41041,Eastbound,El Tassi Drive
Eastbound Kimberly at Watt,49.9234,-97.09165,40509,Eastbound,Kimberly Avenue
Northbound London at Reay,49.9234,-97.07093,40301,Northbound,London Street
Westbound Kimberly at Watt,49.92353,-97.09161,40508,Westbound,Kimberly Avenue
Southbound London at Reay,49.92367,-97.07054,40300,Southbound,London Street
Southbound Molson at Antrim,49.9172,-97.05862,40215,Southbound,Molson Street
Southbound Philip Lee at Golden Boy,49.90849,-97.05496,41039,Southbound,Philip Lee Drive
Southbound Watt at Dunrobin,49.92477,-97.09023,40495,Southbound,Watt Street
Northbound Philip Lee at Golden Boy,49.90845,-97.05481,41028,Northbound,Philip Lee Drive
Northbound Watt at Dunrobin,49.92488,-97.08992,40496,Northbound,Watt Street
Northbound Molson at Timberline,49.91727,-97.05834,40670,Northbound,Molson Street
Westbound Prairie Crocus at Peguis,49.90849,-97.04808,41037,Westbound,Prairie Crocus Drive
Eastbound Prairie Crocus at Angela Everts,49.9087,-97.05193,41029,Eastbound,Prairie Crocus Drive
Eastbound Prairie Crocus at Peguis,49.9084,-97.048,41030,Eastbound,Prairie Crocus Drive
Westbound Prairie Crocus at Angela Everts,49.90894,-97.05233,41038,Westbound,Prairie Crocus Drive
Southbound Peguis at Prairie Crocus,49.90801,-97.04736,40893,Southbound,Peguis Street
Northbound Peguis at Devonshire,49.90804,-97.04722,41075,Northbound,Peguis Street
Southbound Peguis at Prairie Crocus North,49.91119,-97.0474,40897,Southbound,Peguis Street
Northbound Peguis at Prairie Crocus North,49.91152,-97.04719,40896,Northbound,Peguis Street
Westbound Devonshire at Private Davy,49.90846,-97.04435,41067,Westbound,Devonshire Drive
Eastbound Devonshire at Private Davy,49.90837,-97.04409,41043,Eastbound,Devonshire Drive
Eastbound Concordia at Reg Wyatt West,49.9129,-97.04981,40868,Eastbound,Concordia Avenue
Northbound Peguis at Ravelston,49.90446,-97.04741,40891,Northbound,Peguis Street
Southbound Peguis at Ravelston,49.90438,-97.0477,40769,Southbound,Peguis Street
Westbound Concordia at Reg Wyatt West,49.91316,-97.04961,40869,Westbound,Concordia Avenue
Eastbound Transcona at Peguis,49.90436,-97.04662,40911,Eastbound,Transcona Boulevard
Westbound Concordia at Peguis,49.91388,-97.04806,40882,Westbound,Concordia Avenue
Eastbound Concordia at Peguis,49.91393,-97.04761,40881,Eastbound,Concordia Avenue
Westbound El Tassi at Peguis,49.90297,-97.0501,41024,Westbound,El Tassi Drive
Northbound Peguis at Ivybridge,49.90273,-97.04882,40904,Northbound,Peguis Street
Southbound Peguis at El Tassi,49.9022,-97.04948,40903,Southbound,Peguis Street
Westbound Transcona at Veteran's Way,49.90331,-97.04321,40910,Westbound,Transcona Boulevard
Westbound Devonshire at Jerry Klein,49.90844,-97.03911,41066,Westbound,Devonshire Drive
Westbound Concordia at Pinetop,49.91508,-97.04545,40888,Westbound,Concordia Avenue
Eastbound Concordia at Pinetop,49.91506,-97.04503,40887,Eastbound,Concordia Avenue
Eastbound Transcona at Chelston,49.90299,-97.04268,40912,Eastbound,Transcona Boulevard
Eastbound Devonshire at Jerry Klein,49.90831,-97.03855,41044,Eastbound,Devonshire Drive
Eastbound Concordia at Grantsmuir,49.91613,-97.04288,40870,Eastbound,Concordia Avenue
Westbound Concordia at Grantsmuir,49.9164,-97.04268,40871,Westbound,Concordia Avenue
Westbound Transcona at Edward Schreyer,49.90167,-97.0383,41021,Westbound,Transcona Boulevard
Eastbound Transcona at Edward Schreyer,49.90143,-97.03801,41020,Eastbound,Transcona Boulevard
Eastbound Concordia at Whittington,49.91788,-97.04049,40884,Eastbound,Concordia Avenue
Westbound Concordia at Whittington,49.91818,-97.04042,40883,Westbound,Concordia Avenue
Southbound Kildonan Meadow at Edna Perry,49.91095,-97.03177,41064,Southbound,Kildonan Meadow Drive
Southbound Kildonan Meadow at Devonshire,49.9088,-97.03134,41065,Southbound,Kildonan Meadow Drive
Northbound Kildonan Meadow at Devonshire,49.90902,-97.03124,41045,Northbound,Kildonan Meadow Drive
Northbound Kildonan Meadow at Edna Perry,49.91126,-97.03167,41046,Northbound,Kildonan Meadow Drive
Southbound Kildonan Meadow at Stoney Lake,49.90787,-97.03116,40052,Southbound,Kildonan Meadow Drive
Northbound Molson at Golden Eagle,49.92037,-97.05535,40201,Northbound,Molson Street
Southbound Kildonan Meadow at Sunway,49.9049,-97.03153,40053,Southbound,Kildonan Meadow Drive
Southbound Molson at Tu Pelo,49.92063,-97.05532,40213,Southbound,Molson Street
Southbound McLellan at Concordia,49.91928,-97.0395,40698,Southbound,McLellan Drive
Northbound McLellan at Concordia,49.91925,-97.03915,40700,Northbound,McLellan Drive
Southbound Kildonan Meadow at Woodside,49.90358,-97.03084,40054,Southbound,Kildonan Meadow Drive
Southbound McLellan at Williamson,49.92134,-97.04199,40696,Southbound,McLellan Drive
Eastbound Grassie at Lagimodiere,49.92238,-97.04949,40848,Eastbound,Grassie Boulevard
Westbound Grassie at Lagimodiere,49.92251,-97.05061,40849,Westbound,Grassie Boulevard
Eastbound Kildonan Meadow at Tommy Douglas,49.91344,-97.02952,41047,Eastbound,Kildonan Meadow Drive
Eastbound Grassie at Pearn,49.92232,-97.0452,40695,Eastbound,Grassie Boulevard
Northbound McLellan at Williamson,49.92176,-97.04179,40767,Northbound,McLellan Drive
Eastbound Grassie at Molson,49.92258,-97.05378,40704,Eastbound,Grassie Boulevard
Westbound Kildonan Meadow at Tommy Douglas,49.91358,-97.02929,41063,Westbound,Kildonan Meadow Drive
Westbound Grassie at Pearn,49.92247,-97.04463,40703,Westbound,Grassie Boulevard
Westbound Grassie at Molson,49.9228,-97.05405,40694,Westbound,Grassie Boulevard
Westbound Devonshire at Dawnville,49.90929,-97.02688,40834,Westbound,Devonshire Drive
Southbound Kildonan Meadow at Dawnville,49.90326,-97.02742,40058,Southbound,Kildonan Meadow Drive
Southbound Louelda at Tu Pelo,49.9221,-97.06225,40267,Southbound,Louelda Street
Eastbound Transcona at Bienvenu,49.90013,-97.02931,40913,Eastbound,Transcona Boulevard
Westbound Transcona at Bienvenu,49.90032,-97.02908,40909,Westbound,Transcona Boulevard
Northbound Louelda at Tu Pelo,49.92258,-97.06153,40248,Northbound,Louelda Street
Southbound Plessis at Devonshire,49.90949,-97.02546,40736,Southbound,Plessis Road
Southbound Plessis at Sanford Fleming,49.90602,-97.02552,41048,Southbound,Plessis Road
Northbound Plessis at Devonshire,49.90967,-97.02512,41061,Northbound,Plessis Road
Westbound Kildonan Meadow at Plessis,49.91378,-97.02605,41062,Westbound,Kildonan Meadow Drive
Northbound Plessis at Sanford Fleming,49.90536,-97.0252,41060,Northbound,Plessis Road
Southbound Kildonan Meadow at Plessis,49.90371,-97.02578,40737,Southbound,Kildonan Meadow Drive
Southbound Plessis at Kildonan Meadow,49.90393,-97.02557,41049,Southbound,Plessis Road
Eastbound Sanford Fleming at Plessis,49.90566,-97.0248,40107,Eastbound,Sanford Fleming Road
Northbound Louelda at Stacey,49.92371,-97.06041,40247,Northbound,Louelda Street
Southbound Plessis at North Meadow,49.91334,-97.02539,40642,Southbound,Plessis Road
Northbound Plessis at Kildonan Meadow,49.90368,-97.02524,40735,Northbound,Plessis Road
Southbound Louelda at Stacey,49.92405,-97.0603,40266,Southbound,Louelda Street
Westbound Transcona at Plessis,49.90086,-97.02668,40908,Westbound,Transcona Boulevard
Eastbound Transcona at Plessis,49.90074,-97.0266,40914,Eastbound,Transcona Boulevard
Southbound Plessis at Kildare,49.90048,-97.02561,41071,Southbound,Plessis Road
Northbound Plessis at Kildare,49.90067,-97.02527,41059,Northbound,Plessis Road
Northbound Eagle at Eagle,49.93411,-97.22868,30963,Northbound,Eagle Drive
Southbound Eagle at Eagle,49.93418,-97.22842,30966,Southbound,Eagle Drive
Northbound Omands Creek at Winfield,49.9304,-97.22713,20540,Northbound,Omands Creek Boulevard
Southbound Eagle at Oak Point,49.93612,-97.22489,30965,Southbound,Eagle Drive
Northbound Eagle at Oak Point,49.93615,-97.22469,30964,Northbound,Eagle Drive
Southbound Omands Creek at Winfield,49.92991,-97.22612,20541,Southbound,Omands Creek Boulevard
Southbound Brookside at Lucas,49.94174,-97.22977,30828,Southbound,Brookside Boulevard
Southbound Oak Point at Eagle,49.93758,-97.22489,30876,Southbound,Oak Point Highway
Northbound Oak Point at Eagle,49.9376,-97.22436,30863,Northbound,Oak Point Highway
Northbound Brookside at Lucas,49.94274,-97.22945,30827,Northbound,Brookside Boulevard
Eastbound Lucas at Brookside,49.94222,-97.22837,30805,Eastbound,Lucas Avenue
Northbound Omands Creek at Sylvan,49.9281,-97.22357,20533,Northbound,Omands Creek Boulevard
Southbound Omands Creek at Sylvan,49.92789,-97.22359,20535,Southbound,Omands Creek Boulevard
Eastbound Lucas at Barnham,49.94221,-97.22517,30806,Eastbound,Lucas Avenue
Westbound Lucas at Barnham,49.94233,-97.22428,31066,Westbound,Lucas Avenue
Eastbound Egesz at Haddon,49.93966,-97.21885,30706,Eastbound,Egesz Street
Westbound Egesz at Haddon,49.93985,-97.21887,30708,Westbound,Egesz Street
Westbound Lucas at Tallman,49.94232,-97.2204,31065,Westbound,Lucas Avenue
Westbound Logan at Parent,49.92537,-97.2214,20532,Westbound,Logan Avenue
Eastbound Lucas at Tallman,49.9422,-97.22018,30808,Eastbound,Lucas Avenue
Eastbound Logan at Parent,49.92524,-97.22146,20536,Eastbound,Logan Avenue
Westbound Manitoba at Egesz,49.93515,-97.2153,30711,Westbound,Manitoba Avenue
Eastbound Manitoba at Egesz,49.93494,-97.21521,30712,Eastbound,Manitoba Avenue
Eastbound Egesz at Alwood,49.93623,-97.2152,30710,Eastbound,Egesz Street
Eastbound Egesz at Markwood,49.93739,-97.21548,30705,Eastbound,Egesz Street
Westbound Egesz at Markwood,49.93757,-97.21541,30707,Westbound,Egesz Street
Westbound Egesz at Cardero,49.93649,-97.21501,30709,Westbound,Egesz Street
Eastbound Lucas at Burrows,49.9422,-97.21784,30809,Eastbound,Lucas Avenue
Southbound Inksbrook at Inkster,49.94644,-97.22339,30868,Southbound,Inksbrook Drive
Westbound Burrows at Haddon,49.9412,-97.21674,30764,Westbound,Burrows Avenue
Westbound Burrows at Lucas,49.9421,-97.21742,31064,Westbound,Burrows Avenue
Northbound Inksbrook at Inkster,49.9469,-97.22327,31067,Northbound,Inksbrook Drive
Westbound Burrows at Cutler,49.93976,-97.21454,30763,Westbound,Burrows Avenue
Westbound Manitoba at Walsall,49.93381,-97.21267,30714,Westbound,Manitoba Avenue
Eastbound Manitoba at Walsall,49.93366,-97.21267,30713,Eastbound,Manitoba Avenue
Northbound Inksbrook at Meridian,49.94902,-97.22486,31068,Northbound,Inksbrook Drive
Westbound Meridian at Inksbrook,49.9494,-97.22488,30867,Westbound,Meridian Drive
Westbound Burrows at Palms,49.93875,-97.21165,30704,Westbound,Burrows Avenue
Northbound King Edward at Manitoba,49.93375,-97.20667,31030,Northbound,King Edward Street
Westbound Manitoba at King Edward,49.93362,-97.20635,30723,Westbound,Manitoba Avenue
Eastbound Manitoba at King Edward,49.93351,-97.2062,30724,Eastbound,Manitoba Avenue
Southbound King Edward at Manitoba,49.93317,-97.20687,30881,Southbound,King Edward Street
Westbound Manitoba at Bentley,49.93355,-97.20953,30716,Westbound,Manitoba Avenue
Southbound King Edward at Herman,49.93608,-97.20686,30699,Southbound,King Edward Street
Eastbound Manitoba at Bentley,49.93343,-97.2099,30715,Eastbound,Manitoba Avenue
Northbound King Edward at Herman,49.93659,-97.20667,31031,Northbound,King Edward Street
Eastbound Manitoba at Featherstone,49.93364,-97.20286,30728,Eastbound,Manitoba Avenue
Westbound Manitoba at Featherstone,49.93376,-97.20261,30727,Westbound,Manitoba Avenue
Westbound Selkirk at Bentley,49.93127,-97.20963,31036,Westbound,Selkirk Avenue
Eastbound Selkirk at Bentley,49.93115,-97.20963,31029,Eastbound,Selkirk Avenue
Westbound Manitoba at Ellington,49.93377,-97.20088,30730,Westbound,Manitoba Avenue
Eastbound Manitoba at Ellington,49.93364,-97.20057,30729,Eastbound,Manitoba Avenue
Westbound Burrows at Sumter,49.9388,-97.20855,30701,Westbound,Burrows Avenue
Westbound Burrows at Albina,49.93874,-97.20482,30695,Westbound,Burrows Avenue
Eastbound Burrows at Albina,49.93843,-97.2037,30692,Eastbound,Burrows Avenue
Westbound Burrows at Dexter,49.93865,-97.20083,30689,Westbound,Burrows Avenue
Eastbound Burrows at Avery,49.93844,-97.20043,30690,Eastbound,Burrows Avenue
Westbound Manitoba at Keewatin West,49.93376,-97.19568,30734,Westbound,Manitoba Avenue
Westbound Burrows at Weitzel,49.93866,-97.19781,30686,Westbound,Burrows Avenue
Eastbound Manitoba at Keewatin West,49.93363,-97.19554,30733,Eastbound,Manitoba Avenue
Eastbound Burrows at Smithurst,49.93844,-97.1972,30687,Eastbound,Burrows Avenue
Southbound Keewatin at Manitoba,49.93385,-97.19528,30811,Southbound,Keewatin Street
Northbound Dexter at Brophy,49.9407,-97.20053,30663,Northbound,Dexter Street
Southbound Keewatin at Tyndall,49.93548,-97.19524,30810,Southbound,Keewatin Street
Northbound Keewatin at Manitoba,49.93344,-97.19494,30817,Northbound,Keewatin Street
Northbound Keewatin at Tyndall,49.93516,-97.19492,30818,Northbound,Keewatin Street
Southbound Dexter at Raber,49.94105,-97.20055,30662,Southbound,Dexter Street
Westbound Manitoba at Keewatin East,49.93304,-97.19467,30735,Westbound,Manitoba Avenue
Eastbound Manitoba at Keewatin East,49.9329,-97.19455,30736,Eastbound,Manitoba Avenue
Southbound Keewatin at Selkirk,49.9308,-97.19528,30812,Southbound,Keewatin Street
Northbound Keewatin at Selkirk,49.93109,-97.19495,30816,Northbound,Keewatin Street
Southbound Keewatin at Burrows,49.9383,-97.19525,31018,Southbound,Keewatin Street
Westbound Manitoba at Dorset,49.93266,-97.19345,30737,Westbound,Manitoba Avenue
Northbound Keewatin at Burrows,49.93888,-97.19492,31017,Northbound,Keewatin Street
Westbound Burrows at Keewatin East,49.93865,-97.19465,30676,Westbound,Burrows Avenue
Eastbound Burrows at Keewatin East,49.93844,-97.19446,30677,Eastbound,Burrows Avenue
Eastbound Manitoba at Dorset,49.93232,-97.19273,30738,Eastbound,Manitoba Avenue
Southbound Dorset at Tyndall,49.93679,-97.19291,30681,Southbound,Dorset Street
Northbound Dorset at Tyndall,49.93696,-97.19264,30679,Northbound,Dorset Street
Southbound Keewatin at Hekla,49.92828,-97.19528,30813,Southbound,Keewatin Street
Northbound Keewatin at Hekla,49.92843,-97.19494,30815,Northbound,Keewatin Street
Eastbound Kinver at King Edward,49.94448,-97.20606,30753,Eastbound,Kinver Avenue
Westbound Kinver at Cropo West,49.9446,-97.20548,30646,Westbound,Kinver Avenue
Westbound Manitoba at Chudley,49.93189,-97.19107,30739,Westbound,Manitoba Avenue
Westbound Kinver at Cropo East,49.9446,-97.20262,30647,Westbound,Kinver Avenue
Eastbound Kinver at Kairistine,49.94448,-97.20129,30649,Eastbound,Kinver Avenue
Southbound Dexter at Kinver,49.94423,-97.1996,30648,Southbound,Dexter Street
Eastbound Manitoba at Chudley,49.93156,-97.19035,30740,Eastbound,Manitoba Avenue
Northbound Dexter at Kinver,49.94429,-97.1994,30650,Northbound,Dexter Street
Southbound Keewatin at Kinver,49.94268,-97.19528,30652,Southbound,Keewatin Street
Westbound Burrows at Plymouth,49.93787,-97.19007,31035,Westbound,Burrows Avenue
Westbound Tyndall at Chudley,49.93515,-97.189,30683,Westbound,Tyndall Avenue
Eastbound Tyndall at Chudley,49.93493,-97.18873,30685,Eastbound,Tyndall Avenue
Eastbound Burrows at Plymouth,49.9373,-97.18904,31032,Eastbound,Burrows Avenue
Northbound Plymouth at Burrows,49.9378,-97.18895,31058,Northbound,Plymouth Street
Eastbound Manitoba at Buller,49.93093,-97.18835,30741,Eastbound,Manitoba Avenue
Southbound Buller at Manitoba,49.93111,-97.18816,31063,Southbound,Buller Street
Northbound Keewatin at Kinver,49.94448,-97.19495,30653,Northbound,Keewatin Street
Northbound King Edward at Garton,49.94755,-97.2067,30784,Northbound,King Edward Street
Southbound King Edward at Garton,49.94774,-97.2069,30785,Southbound,King Edward Street
Southbound Burrows at Tyndall,49.93466,-97.18596,31034,Southbound,Burrows Avenue
Westbound Gilbert at Burrows,49.93249,-97.186,31062,Westbound,Gilbert Avenue
Northbound Burrows at Tyndall,49.93466,-97.18563,31033,Northbound,Burrows Avenue
Eastbound Garton at Forest Cove,49.94843,-97.20506,30767,Eastbound,Garton Avenue
Eastbound Church at Plymouth East,49.941,-97.18771,30657,Eastbound,Church Avenue
Westbound Church at Plymouth East,49.94112,-97.18769,30696,Westbound,Church Avenue
Westbound Garton at Belton,49.94855,-97.20535,30771,Westbound,Garton Avenue
Eastbound Burrows at Gilbert,49.93233,-97.18512,30667,Eastbound,Burrows Avenue
Westbound Burrows at Gilbert,49.93286,-97.18502,30666,Westbound,Burrows Avenue
Eastbound Inkster at Keewatin,49.94584,-97.19382,30643,Eastbound,Inkster Boulevard
Northbound Keewatin at Inkster,49.9465,-97.19501,30871,Northbound,Keewatin Street
Southbound Keewatin at Inkster,49.94692,-97.1953,30872,Southbound,Keewatin Street
Westbound Garton at Rose Hill,49.94914,-97.20174,30770,Westbound,Garton Avenue
Eastbound Garton at Rose Hill,49.94916,-97.20145,30768,Eastbound,Garton Avenue
Eastbound Church at CPR Arborg,49.94078,-97.18487,30566,Eastbound,Church Avenue
Eastbound Haggart at Groverdale,49.94971,-97.21246,31070,Eastbound,Haggart Avenue
Westbound Church at CPR Arborg,49.94098,-97.18489,30565,Westbound,Church Avenue
Westbound Haggart at Groverdale,49.9498,-97.21257,31075,Westbound,Haggart Avenue
Westbound Inkster at Plymouth,49.94605,-97.18993,30639,Westbound,Inkster Boulevard
Eastbound Inkster at Plymouth,49.94584,-97.18948,30640,Eastbound,Inkster Boulevard
Southbound Keewatin at Inkster Garden,49.94876,-97.19533,31084,Southbound,Keewatin Street
Eastbound Church at Hutchings,49.94034,-97.18334,30564,Eastbound,Church Avenue
Northbound Keewatin at Inkster Garden,49.94903,-97.19504,30773,Northbound,Keewatin Street
Westbound Inkster Garden at Keewatin,49.94936,-97.19598,31056,Westbound,Inkster Garden Drive
Eastbound Garton at Inkster Garden,49.95034,-97.19979,30769,Eastbound,Garton Avenue
Westbound Inkster Garden at Garton,49.95049,-97.19952,31057,Westbound,Inkster Garden Drive
Eastbound Haggart at Cleveland,49.94972,-97.21816,31069,Eastbound,Haggart Avenue
Westbound Church at Hutchings,49.94019,-97.1824,30563,Westbound,Church Avenue
Westbound Garton at Inkster Garden,49.95067,-97.19958,30787,Westbound,Garton Avenue
Westbound Haggart at Cleveland,49.94985,-97.21821,31076,Westbound,Haggart Avenue
Westbound Mountain at Sheppard,49.93568,-97.1803,30553,Westbound,Mountain Avenue
Eastbound Mountain at Sheppard,49.93553,-97.18026,30554,Eastbound,Mountain Avenue
Westbound Burrows at Lawrence,49.93056,-97.18036,30547,Westbound,Burrows Avenue
Eastbound Inkster at Dunlop,49.94583,-97.18627,30580,Eastbound,Inkster Boulevard
Westbound Mountain at Bentall East,49.93413,-97.17514,30688,Westbound,Mountain Avenue
Eastbound Mountain at Bentall East,49.93398,-97.17513,30691,Eastbound,Mountain Avenue
Westbound Mountain at Bentall,49.9346,-97.17663,30551,Westbound,Mountain Avenue
Eastbound Mountain at Bentall,49.93475,-97.17754,30552,Eastbound,Mountain Avenue
Westbound Mountain at Fife West,49.93356,-97.17335,30537,Westbound,Mountain Avenue
Eastbound Mountain at Fife West,49.93341,-97.17332,30538,Eastbound,Mountain Avenue
Southbound Fife at Mountain,49.93277,-97.17196,31021,Southbound,Fife Street
Northbound Fife at Mountain,49.93314,-97.17145,31020,Northbound,Fife Street
Southbound Fife at Admiral,49.93419,-97.17086,30536,Southbound,Fife Street
Eastbound Church at Bunting,49.93703,-97.173,30556,Eastbound,Church Avenue
Eastbound Mountain at Fife,49.93273,-97.17122,30521,Eastbound,Mountain Avenue
Northbound Fife at Admiral,49.93432,-97.17055,30518,Northbound,Fife Street
Westbound Fife at Fife Loop,49.93293,-97.17091,30756,Westbound,Fife Loop
Westbound Church at Bunting,49.93705,-97.17261,30555,Westbound,Church Avenue
